unique_id,gc_switrs_col_pkey,cnn_intrsctn_fkey,cnn_sgmt_fkey,tb_latitude,tb_longitude,geocode_source,geocode_location,case_id_pkey,accident_year,proc_date,juris,collision_date,collision_time,time_cat,officer_id,reporting_district,day_of_week,chp_shift,population,cnty_city_loc,special_cond,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,state_hwy_ind,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_code_of_viol,pcf_viol_category,pcf_violation,pcf_viol_subsection,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,chp_road_type,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,not_private_property,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,count_mc_killed,count_mc_injured,primary_ramp,secondary_ramp,latitude_switrs,longitude_switrs,mv_involved,mv_only_one,col_comb,dph_col_type,dph_col_grp,street_view
"222","222",27154000,"432000",37.7622506098512,-122.466185834252,SFPD-CROSSROADS,CITY STREET,"2253552","2005","20060203","3801","20050715","1600",C,"125",TARAV,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B5F,9TH AV,JUDAH ST,28,North,Not Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"22517",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Obscured,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7622506098512,-122.466185834252"
"223","223",23798000,,37.7763329763919,-122.394035066169,SFPD-CROSSROADS,CITY STREET,"2267691","2005","20060211","3801","20050907","2354",E,"173",3BSOU,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B15E,KING ST,4TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,Yes,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7763329763919,-122.394035066169"
"224","224",30759000,,37.7713690056099,-122.423973384035,SFPD-CROSSROADS,CITY STREET,"2267718","2005","20060211","3801","20050920","1109",B,"001278",3B61,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","004",MARKET ST,MCCOPPIN,0,"Not Stated, in Intersection",Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"21461",A,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,Sport Utility Vehicle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7713690056099,-122.423973384035"
"225","225",26484000,,37.7777127886562,-122.454331407377,SFPD-CROSSROADS,CITY STREET,"2267728","2005","20060215","3801","20050915","1038",B,"475",RICHM,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3G5A,TURK ST,BEAUMONT ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Hit Object,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7777127886562,-122.454331407377"
"226","226",25304000,"10574000",37.7949720063056,-122.421571579442,SFPD-CROSSROADS,CITY STREET,"2267732","2005","20060211","3801","20050908","640",A,"000779",NORTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3E62",POLK ST,PACIFIC ST,20,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Overturned,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dusk - Dawn,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7949720063056,-122.421571579442"
"228","228",23601000,,37.7870972389805,-122.387794889403,SFPD-CROSSROADS,CITY STREET,"2307443","2005","20060217","3801","20050921","1630",C,"1142",3B,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","001",EMBARCADERO,BRYANT ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"21717",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7870972389805,-122.387794889403"
"229","229",30755000,,37.7725028175599,-122.422619690275,SFPD-CROSSROADS,CITY STREET,"2307447","2005","20060217","3801","20050926","826",A,"1870",SOUTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B62,MARKET ST,VALENCIA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,Yes,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21802",B,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7725028175599,-122.422619690275"
"230","230",26025000,,37.7714794845578,-122.435372982532,SFPD-CROSSROADS,CITY STREET,"2307456","2005","20060217","3801","20050927","1625",C,"001580",PARK,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6G,HAIGHT ST,SCOTT ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21802",B,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7714794845578,-122.435372982532"
"231","231",25904000,"5533000",37.771995358574,-122.430414792789,SFPD-CROSSROADS,CITY STREET,"2307467","2005","20060217","3801","20050924","1135",B,"440",,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,FILLMORE ST,HAIGHT ST,41,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Not Stated,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.771995358574,-122.430414792789"
"232","232",20957000,"5475000",37.7265428946386,-122.417954830385,SFPD-CROSSROADS,CITY STREET,"2307476","2005","20060222","3801","20050916","1429",C,"001279",H,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B5H,FELTON ST,CAMBRIDGE ST,137,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7265428946386,-122.417954830385"
"233","233",25932000,,37.776464305897,-122.426263345102,SFPD-CROSSROADS,CITY STREET,"2307487","2005","20060217","3801","20050925","1158",B,"246",NORTH,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B7E,HAYES ST,LAGUNA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.776464305897,-122.426263345102"
"234","234",21173000,,37.7482982871896,-122.411484129097,SFPD-CROSSROADS,CITY STREET,"2308670","2005","20060210","3801","20050929","1430",C,"1914",MISSI,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","0D4",HARRISON ST,CESAR CHAVEZ,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7482982871896,-122.411484129097"
"235","235",24612000,"9094000",37.7866541005175,-122.401511619849,SFPD-CROSSROADS,CITY STREET,"2308674","2005","20060210","3801","20050929","906",A,"1870",SOTHE,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B62,MISSION ST,ANNIE ST,102,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,Yes,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7866541005175,-122.401511619849"
"236","236",25294000,,37.7907880542859,-122.419036210894,SFPD-CROSSROADS,CITY STREET,"2308709","2005","20060214","3801","20050930","900",A,"000779",NORTH,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3E62",CALIFORNIA ST,LARKIN ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7907880542859,-122.419036210894"
"237","237",24368000,"582000",37.7684024828529,-122.417848288194,SFPD-CROSSROADS,CITY STREET,"2308717","2005","20060214","3801","20050926","1005",B,"2226",MISSI,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3D62",14TH ST,VAN NESS AV,13,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7684024828529,-122.417848288194"
"238","238",26378000,"6830000",37.7739271348104,-122.446156622135,SFPD-CROSSROADS,CITY STREET,"2308718","2005","20060210","3801","20050928","1710",C,"97",PARK,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F13D,HAYES ST,MASONIC AV,19,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Passing,"21755",,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7739271348104,-122.446156622135"
"239","239",30756000,"8760101",37.7718641808692,-122.42341271405,SFPD-CROSSROADS,CITY STREET,"2310256","2005","20060320","3801","20050913","930",A,"649",SOUTH,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B2H,MARKET ST,RT 101,10,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-",SO,,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7718641808692,-122.42341271405"
"240","240",22072000,"11182000",37.7245643797848,-122.442255823737,SFPD-CROSSROADS,CITY STREET,"2311706","2005","20060309","3801","20050929","1800",C,"601",INGLE,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3H4,RUDDEN AV,DELANO,23,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",Other Improper Driving,Not Stated,Other Improper Driving,"0",,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7245643797848,-122.442255823737"
"241","241",24716000,,37.7909686106468,-122.402380401684,SFPD-CROSSROADS,CITY STREET,"2311745","2005","20060310","3801","20050928","920",A,"1723",CO A,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,BUSH ST,MONTGOMERY,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7909686106468,-122.402380401684"
"242","242",26003000,,37.7726203110291,-122.433922188077,SFPD-CROSSROADS,CITY STREET,"2311750","2005","20060218","3801","20050930","2307",E,"1384",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,PAGE ST,PIERCE ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7726203110291,-122.433922188077"
"243","243",27553000,"6082101",37.7800757762971,-122.484759470112,SFPD-CROSSROADS,CITY STREET,"2338736","2005","20060321","3801","20051010","1450",C,"495",RICHM,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3G44C,GEARY BL,25TH AV,12,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7800757762971,-122.484759470112"
"244","244",30754000,,37.7729091227551,-122.422186439102,SFPD-CROSSROADS,CITY STREET,"2339020","2005","20060307","3801","20050915","1400",B,"895",NORTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F110,MARKET ST,GOUGH ST,0,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"21208",A,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7729091227551,-122.422186439102"
"245","245",30069000,,37.774598785469,-122.425888497897,SFPD-CROSSROADS,CITY STREET,"2339045","2005","20060307","3801","20050918","1400",B,"918",3F113,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",00F,OAK ST,LAGUNA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21803",B,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.774598785469,-122.425888497897"
"246","246",26783000,"3873000",37.802672381509,-122.43674712944,SFPD-CROSSROADS,CITY STREET,"2339047","2005","20060225","3801","20051029","1558",C,"2089",NORTH,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6B,CERVANTES BL,FILLMORE ST,22,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21804",A,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.802672381509,-122.43674712944"
"247","247",24456000,"10170000",37.7738924333277,-122.423921923594,SFPD-CROSSROADS,CITY STREET,"2339098","2005","20060224","3801","20051031","2122",D,"307",NORTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B8E,PAGE ST,OCTAVIA ST,7,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21804",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7738924333277,-122.423921923594"
"248","248",32904000,,37.735469757964,-122.506717428535,SFPD-CROSSROADS,CITY STREET,"2339100","2005","20060225","3801","20051017","925",A,"1794",TRAVE,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","003",GREAT HWY,SLOAT BL,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.735469757964,-122.506717428535"
"249","249",25608000,"5382000",37.7550558189207,-122.424284977563,SFPD-CROSSROADS,CITY STREET,"2339110","2005","20060225","3801","20051027","1335",B,"1751",D,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B1B,FAIR OAKS ST,22ND ST,18,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7550558189207,-122.424284977563"
